6678 75384
4045 120 -0.693147180559945
4045 972 -0.693147180559945
4046 206 0.000000000000000
4047 305 -0.693147180559945
4047 318 -0.693147180559945
4048 252 -1.098612288668110
4048 559 -1.098612288668110
4048 4193 -1.098612288668110
4049 2 -1.945910149055313
4049 8 -1.945910149055313
4049 12 -1.945910149055313
4049 22 -1.945910149055313
4049 79 -1.945910149055313
4049 231 -1.945910149055313
4049 271 -1.945910149055313
4050 2 -2.197224577336220
4050 8 -1.504077396776274
4050 12 -2.197224577336220
4050 17 -2.197224577336220
4050 44 -2.197224577336220
4050 79 -2.197224577336220
4050 103 -2.197224577336220
4050 1185 -2.197224577336220
4051 246 -1.098612288668110
4051 318 -0.405465108108164
4052 2648 0.000000000000000
4053 42 0.000000000000000
4054 4055 0.000000000000000
4055 12 -1.098612288668110
4055 2893 -1.098612288668110
4055 4382 -1.098612288668110
4056 8 -0.693147180559945
4056 42 -0.693147180559945
4057 4058 0.000000000000000
4058 22 0.000000000000000
4059 86 0.000000000000000
4060 8 -1.386294361119891
4060 12 -1.386294361119891
4060 79 -1.386294361119891
4060 370 -1.386294361119891
4061 8 -0.693147180559945
4061 79 -0.693147180559945
4062 47 0.000000000000000
4063 51 0.000000000000000
4064 2 -1.609437912434100
4064 8 -0.916290731874155
4064 42 -1.609437912434100
4064 941 -1.609437912434100
4065 47 -0.693147180559945
4065 551 -0.693147180559945
4066 370 0.000000000000000
4067 1332 0.000000000000000
4068 8 -0.693147180559945
4068 94 -0.693147180559945
4069 69 0.000000000000000
4070 8 0.000000000000000
4071 253 0.000000000000000
4072 8 0.000000000000000
4073 8 0.000000000000000
4074 8 0.000000000000000
4075 237 0.000000000000000
4076 22 -0.693147180559945
4076 539 -0.693147180559945
4077 489 0.000000000000000
4078 2870 0.000000000000000
4079 4080 0.000000000000000
4080 69 -0.693147180559945
4080 664 -0.693147180559945
4081 69 0.000000000000000
4082 69 0.000000000000000
4083 44 0.000000000000000
4084 47 0.000000000000000
4085 10 -1.098612288668110
4085 160 -0.405465108108164
4086 49 -0.693147180559945
4086 51 -0.693147180559945
4087 62 0.000000000000000
4088 12 0.000000000000000
4089 2 -0.693147180559945
4089 47 -0.693147180559945
4090 86 0.000000000000000
4091 72 -1.386294361119891
4091 3636 -0.287682072451781
4092 47 0.000000000000000
4093 12 -0.405465108108164
4093 29 -1.791759469228055
4093 101 -1.791759469228055
4094 101 0.000000000000000
4095 10 -0.693147180559945
4095 436 -0.693147180559945
4096 12 0.000000000000000
4097 29 0.000000000000000
4098 947 0.000000000000000
4099 442 0.000000000000000
4100 42 0.000000000000000
4101 8 -1.098612288668110
4101 12 -1.098612288668110
4101 98 -1.098612288668110
4102 2 -0.693147180559945
4102 51 -0.693147180559945
4103 1238 0.000000000000000
4104 8 -0.693147180559945
4104 110 -0.693147180559945
4105 132 0.000000000000000
4106 42 0.000000000000000
4107 12 0.000000000000000
4108 126 0.000000000000000
4109 45 0.000000000000000
4110 86 -0.693147180559945
4110 103 -0.693147180559945
4111 8 -1.098612288668110
4111 44 -1.098612288668110
4111 69 -1.098612288668110
4112 10 0.000000000000000
4113 51 0.000000000000000
4114 8 -0.510825623765991
4114 12 -1.609437912434100
4114 44 -1.609437912434100
4115 886 0.000000000000000
4116 8 -0.693147180559945
4116 51 -0.693147180559945
4117 246 0.000000000000000
4118 3218 0.000000000000000
4119 8 0.000000000000000
4120 2 0.000000000000000
4121 51 0.000000000000000
4122 22 -0.693147180559945
4122 44 -0.693147180559945
4123 8 -0.405465108108164
4123 22 -1.098612288668110
4124 62 -0.693147180559945
4124 4125 -0.693147180559945
4125 8 0.000000000000000
4126 176 0.000000000000000
4127 60 0.000000000000000
4128 8 0.000000000000000
4129 8 0.000000000000000
4130 47 0.000000000000000
4131 333 -0.693147180559945
4131 3315 -0.693147180559945
4132 72 0.000000000000000
4133 3735 0.000000000000000
4134 8 0.000000000000000
4135 8 0.000000000000000
4136 22 -1.098612288668110
4136 47 -0.405465108108164
4137 4 -2.197224577336220
4137 8 -1.504077396776274
4137 49 -2.197224577336220
4137 56 -2.197224577336220
4137 86 -2.197224577336220
4137 101 -2.197224577336220
4137 495 -2.197224577336220
4137 5845 -2.197224577336220
4138 79 0.000000000000000
4139 51 0.000000000000000
4140 12 0.000000000000000
4141 8 0.000000000000000
4142 12 -0.693147180559945
4142 639 -0.693147180559945
4143 51 0.000000000000000
4144 4145 0.000000000000000
4145 2 0.000000000000000
4146 2 -1.098612288668110
4146 12 -1.098612288668110
4146 45 -1.098612288668110
4147 47 0.000000000000000
4148 8 -0.693147180559945
4148 101 -0.693147180559945
4149 171 0.000000000000000
4150 8 -0.693147180559945
4150 44 -0.693147180559945
4151 8 -0.693147180559945
4151 709 -0.693147180559945
4152 12 -0.693147180559945
4152 395 -0.693147180559945
4153 858 -1.098612288668110
4153 2151 -1.098612288668110
4153 3468 -1.098612288668110
4154 51 0.000000000000000
4155 12 0.000000000000000
4156 455 0.000000000000000
4157 250 0.000000000000000
4158 44 0.000000000000000
4159 49 -0.693147180559945
4159 1346 -0.693147180559945
4160 12 -1.098612288668110
4160 103 -1.098612288668110
4160 237 -1.098612288668110
4161 8 -0.693147180559945
4161 62 -0.693147180559945
4162 468 -0.693147180559945
4162 911 -0.693147180559945
4163 12 -0.693147180559945
4163 45 -0.693147180559945
4164 8 0.000000000000000
4165 79 -1.098612288668110
4165 242 -1.098612288668110
4165 4166 -1.098612288668110
4166 12 -1.945910149055313
4166 40 -1.945910149055313
4166 42 -1.945910149055313
4166 62 -1.945910149055313
4166 69 -1.945910149055313
4166 101 -1.945910149055313
4166 476 -1.945910149055313
4167 2 -0.916290731874155
4167 8 -1.609437912434100
4167 22 -1.609437912434100
4167 6375 -1.609437912434100
4168 4 0.000000000000000
4169 17 0.000000000000000
4170 12 -1.386294361119891
4170 45 -1.386294361119891
4170 72 -1.386294361119891
4170 252 -1.386294361119891
4171 4172 0.000000000000000
4172 1981 0.000000000000000
4173 4174 0.000000000000000
4174 56 0.000000000000000
4175 8 0.000000000000000
4176 390 0.000000000000000
4177 47 0.000000000000000
4178 4179 0.000000000000000
4179 22 0.000000000000000
4180 3234 0.000000000000000
4181 2 0.000000000000000
4182 2 -1.098612288668110
4182 44 -1.098612288668110
4182 84 -1.098612288668110
4183 8 0.000000000000000
4184 22 -1.098612288668110
4184 49 -1.098612288668110
4184 101 -1.098612288668110
4185 2 -0.693147180559945
4185 8 -1.386294361119891
4185 69 -1.386294361119891
4186 26 0.000000000000000
4187 206 0.000000000000000
4188 3631 0.000000000000000
4189 42 0.000000000000000
4190 44 0.000000000000000
4191 257 0.000000000000000
4192 79 -0.693147180559945
4192 1525 -0.693147180559945
4193 8 -1.098612288668110
4193 62 -1.098612288668110
4193 86 -1.098612288668110
4194 69 -0.693147180559945
4194 4195 -0.693147180559945
4195 8 -1.098612288668110
4195 51 -1.098612288668110
4195 171 -1.098612288668110
4196 3019 0.000000000000000
4197 42 -0.693147180559945
4197 56 -0.693147180559945
4198 4199 0.000000000000000
4199 44 0.000000000000000
4200 79 -0.693147180559945
4200 86 -0.693147180559945
4201 8 0.000000000000000
4202 4203 0.000000000000000
4203 8 0.000000000000000
4204 79 0.000000000000000
4205 8 0.000000000000000
4206 42 0.000000000000000
4207 79 0.000000000000000
4208 42 -0.693147180559945
4208 6185 -0.693147180559945
4209 8 -0.693147180559945
4209 44 -0.693147180559945
4210 989 0.000000000000000
4211 141 0.000000000000000
4212 8 0.000000000000000
4213 36 0.000000000000000
4214 62 0.000000000000000
4215 73 0.000000000000000
4216 8 0.000000000000000
4217 8 -1.791759469228055
4217 22 -1.791759469228055
4217 79 -1.791759469228055
4217 101 -1.791759469228055
4217 561 -1.791759469228055
4217 6255 -1.791759469228055
4218 2 -0.693147180559945
4218 171 -0.693147180559945
4219 42 0.000000000000000
4220 4221 0.000000000000000
4221 101 0.000000000000000
4222 1389 0.000000000000000
4223 4224 0.000000000000000
4224 98 0.000000000000000
4225 98 0.000000000000000
4226 42 0.000000000000000
4227 101 0.000000000000000
4228 4229 0.000000000000000
4229 653 0.000000000000000
4230 92 0.000000000000000
4231 72 0.000000000000000
4232 37 0.000000000000000
4233 160 0.000000000000000
4234 29 -1.386294361119891
4234 47 -2.079441541679836
4234 86 -2.079441541679836
4234 160 -1.386294361119891
4234 370 -2.079441541679836
4234 1077 -2.079441541679836
4235 8 0.000000000000000
4236 515 0.000000000000000
4237 69 0.000000000000000
4238 476 -1.098612288668110
4238 1477 -1.098612288668110
4238 6129 -1.098612288668110
4239 12 0.000000000000000
4240 8 -0.693147180559945
4240 1730 -0.693147180559945
4241 22 -0.405465108108164
4241 1456 -1.098612288668110
4242 2421 0.000000000000000
4243 12 0.000000000000000
4244 51 0.000000000000000
4245 2 0.000000000000000
4246 79 -1.386294361119891
4246 89 -1.386294361119891
4246 110 -1.386294361119891
4246 235 -1.386294361119891
4247 12 0.000000000000000
4248 69 0.000000000000000
4249 96 0.000000000000000
4250 51 0.000000000000000
4251 69 0.000000000000000
4252 12 -0.405465108108164
4252 62 -1.098612288668110
4253 8 0.000000000000000
4254 79 0.000000000000000
4255 12 0.000000000000000
4256 250 0.000000000000000
4257 4258 0.000000000000000
4258 72 -1.386294361119891
4258 92 -1.386294361119891
4258 801 -1.386294361119891
4258 1001 -1.386294361119891
4259 12 0.000000000000000
4260 17 -0.693147180559945
4260 110 -0.693147180559945
4261 42 0.000000000000000
4262 206 0.000000000000000
4263 44 -0.693147180559945
4263 72 -0.693147180559945
4264 2 -1.386294361119891
4264 8 -1.386294361119891
4264 101 -1.386294361119891
4264 242 -1.386294361119891
4265 8 -0.693147180559945
4265 49 -0.693147180559945
4266 56 -0.693147180559945
4266 218 -0.693147180559945
4267 12 -1.386294361119891
4267 44 -0.693147180559945
4267 141 -1.386294361119891
4268 8 -0.693147180559945
4268 1179 -0.693147180559945
4269 385 0.000000000000000
4270 122 -0.693147180559945
4270 6175 -0.693147180559945
4271 209 0.000000000000000
4272 2 -0.693147180559945
4272 8 -0.693147180559945
4273 8 -1.098612288668110
4273 12 -1.098612288668110
4273 44 -1.098612288668110
4274 12 -0.693147180559945
4274 318 -0.693147180559945
4275 10 0.000000000000000
4276 2 -0.693147180559945
4276 49 -0.693147180559945
4277 171 0.000000000000000
4278 8 0.000000000000000
4279 42 0.000000000000000
4280 2117 0.000000000000000
4281 1064 0.000000000000000
4282 8 -0.693147180559945
4282 148 -0.693147180559945
4283 2 0.000000000000000
4284 92 -0.693147180559945
4284 117 -0.693147180559945
4285 72 0.000000000000000
4286 30 0.000000000000000
4287 47 0.000000000000000
4288 0 -3.496507561466480
4288 2 -0.361013345537330
4288 1140 -3.496507561466480
4288 1750 -3.496507561466480
4288 1955 -3.496507561466480
4288 2051 -2.803360380906535
4288 2405 -3.496507561466480
4288 4293 -3.496507561466480
4288 4619 -2.803360380906535
4289 2812 0.000000000000000
4290 8 -1.386294361119891
4290 26 -0.693147180559945
4290 69 -1.386294361119891
4291 8 0.000000000000000
4292 1446 0.000000000000000
4293 2 -0.893817876022096
4293 8 -1.481604540924216
4293 44 -2.397895272798371
4293 69 -2.397895272798371
4293 79 -2.397895272798371
4293 333 -3.091042453358316
4293 708 -3.091042453358316
4294 79 0.000000000000000
4295 2 -0.405465108108164
4295 12 -1.098612288668110
4296 8 -1.386294361119891
4296 42 -1.386294361119891
4296 653 -1.386294361119891
4296 1097 -1.386294361119891
4297 12 -0.693147180559945
4297 22 -0.693147180559945
4298 17 -1.098612288668110
4298 73 -1.098612288668110
4298 440 -1.098612288668110
4299 4300 0.000000000000000
4300 2 -0.693147180559945
4300 69 -0.693147180559945
4301 22 -0.693147180559945
4301 67 -0.693147180559945
4302 141 0.000000000000000
4303 12 -0.693147180559945
4303 44 -0.693147180559945
4304 8 0.000000000000000
4305 206 0.000000000000000
4306 49 0.000000000000000
4307 17 0.000000000000000
4308 10 -1.386294361119891
4308 17 -1.386294361119891
4308 30 -1.386294361119891
4308 318 -1.386294361119891
4309 12 -1.945910149055313
4309 13 -1.945910149055313
4309 56 -1.252762968495368
4309 73 -1.945910149055313
4309 206 -1.945910149055313
4309 237 -1.945910149055313
4310 483 0.000000000000000
4311 13 -2.079441541679836
4311 47 -2.079441541679836
4311 56 -1.386294361119891
4311 101 -2.079441541679836
4311 122 -2.079441541679836
4311 287 -2.079441541679836
4311 4601 -2.079441541679836
4312 312 0.000000000000000
4313 12 0.000000000000000
4314 1788 0.000000000000000
4315 8 -1.791759469228055
4315 44 -1.791759469228055
4315 49 -1.791759469228055
4315 218 -1.791759469228055
4315 2438 -1.791759469228055
4315 6284 -1.791759469228055
4316 49 0.000000000000000
4317 489 0.000000000000000
4318 22 -0.693147180559945
4318 2211 -0.693147180559945
4319 12 0.000000000000000
4320 350 0.000000000000000
4321 8 -1.098612288668110
4321 69 -1.098612288668110
4321 79 -1.098612288668110
4322 176 -0.693147180559945
4322 791 -0.693147180559945
4323 79 0.000000000000000
4324 44 0.000000000000000
4325 4326 0.000000000000000
4326 1315 0.000000000000000
4327 2615 0.000000000000000
4328 12 -0.405465108108164
4328 79 -1.098612288668110
4329 768 -0.693147180559945
4329 5183 -0.693147180559945
4330 206 0.000000000000000
4331 3 0.000000000000000
4332 370 0.000000000000000
4333 911 0.000000000000000
4334 8 -0.693147180559945
4334 40 -1.386294361119891
4334 44 -1.386294361119891
4335 4336 0.000000000000000
4336 73 0.000000000000000
4337 12 0.000000000000000
4338 1695 0.000000000000000
4339 10 -1.098612288668110
4339 49 -1.098612288668110
4339 237 -1.098612288668110
4340 12 -1.098612288668110
4340 33 -1.098612288668110
4340 110 -1.098612288668110
4341 218 0.000000000000000
4342 42 -0.693147180559945
4342 296 -0.693147180559945
4343 8 0.000000000000000
4344 346 0.000000000000000
4345 8 0.000000000000000
4346 8 -0.693147180559945
4346 49 -0.693147180559945
4347 51 -0.693147180559945
4347 298 -0.693147180559945
4348 42 -1.098612288668110
4348 49 -1.098612288668110
4348 381 -1.098612288668110
4349 17 0.000000000000000
4350 237 0.000000000000000
4351 2 0.000000000000000
4352 10 0.000000000000000
4353 3 0.000000000000000
4354 4355 0.000000000000000
4355 171 0.000000000000000
4356 4328 0.000000000000000
4357 160 0.000000000000000
4358 206 0.000000000000000
4359 171 -0.693147180559945
4359 206 -0.693147180559945
4360 49 -0.693147180559945
4360 72 -0.693147180559945
4361 2052 0.000000000000000
4362 8 0.000000000000000
4363 4364 0.000000000000000
4364 8 0.000000000000000
4365 51 0.000000000000000
4366 4367 0.000000000000000
4367 8 -0.693147180559945
4367 271 -0.693147180559945
4368 8 0.000000000000000
4369 69 -0.693147180559945
4369 235 -0.693147180559945
4370 587 0.000000000000000
4371 47 0.000000000000000
4372 19 -0.693147180559945
4372 44 -0.693147180559945
4373 12 -1.098612288668110
4373 79 -1.098612288668110
4373 346 -1.098612288668110
4374 4375 0.000000000000000
4375 8 -1.609437912434100
4375 12 -0.916290731874155
4375 101 -1.609437912434100
4375 6621 -1.609437912434100
4376 2 -0.693147180559945
4376 49 -1.386294361119891
4376 79 -1.386294361119891
4377 144 -0.693147180559945
4377 318 -0.693147180559945
4378 4376 0.000000000000000
4379 8 0.000000000000000
4380 12 -1.609437912434100
4380 44 -1.609437912434100
4380 49 -1.609437912434100
4380 67 -1.609437912434100
4380 237 -1.609437912434100
4381 652 -1.098612288668110
4381 779 -1.098612288668110
4381 4375 -1.098612288668110
4382 8 0.000000000000000
4383 45 0.000000000000000
4384 92 0.000000000000000
4385 122 0.000000000000000
4386 4387 0.000000000000000
4387 12 0.000000000000000
4388 8 0.000000000000000
4389 4390 0.000000000000000
4390 17 -1.386294361119891
4390 26 -1.386294361119891
4390 37 -1.386294361119891
4390 103 -1.386294361119891
4391 10 0.000000000000000
4392 8 0.000000000000000
4393 56 -0.693147180559945
4393 73 -0.693147180559945
4394 8 0.000000000000000
4395 37 -0.693147180559945
4395 350 -0.693147180559945
4396 49 -0.693147180559945
4396 804 -0.693147180559945
4397 37 -0.693147180559945
4397 42 -0.693147180559945
4398 1079 0.000000000000000
4399 56 0.000000000000000
4400 47 0.000000000000000
4401 12 0.000000000000000
4402 4403 0.000000000000000
4403 51 0.000000000000000
4404 12 0.000000000000000
4405 4311 -0.693147180559945
4405 4406 -0.693147180559945
4406 29 -1.098612288668110
4406 44 -1.098612288668110
4406 235 -1.098612288668110
4407 44 0.000000000000000
4408 113 0.000000000000000
4409 206 0.000000000000000
4410 67 0.000000000000000
4411 122 0.000000000000000
4412 47 -0.693147180559945
4412 54 -0.693147180559945
4413 215 0.000000000000000
4414 17 0.000000000000000
4415 206 0.000000000000000
4416 42 0.000000000000000
4417 42 -1.098612288668110
4417 62 -1.098612288668110
4417 229 -1.098612288668110
4418 8 -0.693147180559945
4418 3229 -0.693147180559945
4419 237 0.000000000000000
4420 730 0.000000000000000
4421 2 -1.609437912434100
4421 12 -1.609437912434100
4421 22 -1.609437912434100
4421 30 -1.609437912434100
4421 160 -1.609437912434100
4422 51 0.000000000000000
4423 22 0.000000000000000
4424 2727 0.000000000000000
4425 206 -0.693147180559945
4425 237 -0.693147180559945
4426 47 0.000000000000000
4427 1713 0.000000000000000
4428 8 -1.386294361119891
4428 10 -1.386294361119891
4428 122 -1.386294361119891
4428 237 -1.386294361119891
4429 206 0.000000000000000
4430 110 -0.693147180559945
4430 276 -0.693147180559945
4431 8 0.000000000000000
4432 8 -0.693147180559945
4432 44 -0.693147180559945
4433 206 0.000000000000000
4434 1779 0.000000000000000
4435 1655 -1.098612288668110
4435 3076 -1.098612288668110
4435 5407 -1.098612288668110
4436 8 -0.693147180559945
4436 12 -0.693147180559945
4437 69 0.000000000000000
4438 56 0.000000000000000
4439 8 0.000000000000000
4440 715 -1.098612288668110
4440 768 -1.098612288668110
4440 5184 -1.098612288668110
4441 47 0.000000000000000
4442 965 0.000000000000000
4443 206 0.000000000000000
4444 2942 0.000000000000000
